make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
5840,chevrolet,impala,2017,flex-fuel_(unleaded/natural_gas),,6,automatic,front_wheel_drive,2,"flex_fuel,performance",large,sedan,25,17,1385
4424,mitsubishi,expo,1994,regular_unleaded,136.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,25,19,436
2520,chrysler,cirrus,1999,regular_unleaded,168.0,6,automatic,front_wheel_drive,2,,midsize,sedan,25,17,1013
7482,volkswagen,passat,2016,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,38,25,873
4053,suzuki,equator,2012,regular_unleaded,261.0,6,automatic,four_wheel_drive,2,,compact,crew_cab_pickup,19,15,481
2174,chevrolet,camaro,2015,premium_unleaded_(recommended),426.0,6,manual,rear_wheel_drive,2,high-performance,midsize,convertible,24,16,1385
7222,volkswagen,new_beetle,2010,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,29,20,873
7223,volkswagen,new_beetle,2010,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,29,20,873
2233,toyota,camry_solara,2008,regular_unleaded,210.0,6,automatic,front_wheel_drive,2,,midsize,convertible,26,18,2031
11376,acura,vigor,1993,regular_unleaded,176.0,6,manual,front_wheel_drive,2,luxury,midsize,sedan,24,18,204
10838,mazda,truck,2003,regular_unleaded,207.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,17,14,586
4919,ford,freestar,2005,regular_unleaded,,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,21,16,5657
157,bmw,3_series,2017,premium_unleaded_(recommended),180.0,6,automatic,rear_wheel_drive,2,luxury,midsize,sedan,35,23,3916
2729,mercedes-benz,cls-class,2016,premium_unleaded_(required),577.0,6,automatic,all_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,sedan,22,16,617
6270,suzuki,kizashi,2011,regular_unleaded,185.0,6,manual,front_wheel_drive,2,,midsize,sedan,29,20,481
9207,toyota,sienna,2015,regular_unleaded,266.0,6,automatic,front_wheel_drive,2,,large,passenger_minivan,25,18,2031
3806,ford,edge,2017,premium_unleaded_(recommended),245.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,29,21,5657
1263,honda,accord,2017,regular_unleaded,278.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,33,21,2202
6240,nissan,juke,2017,premium_unleaded_(recommended),188.0,6,automatic,all_wheel_drive,2,"crossover,hatchback,performance",compact,4dr_hatchback,30,26,2009
5882,subaru,impreza,2016,regular_unleaded,148.0,6,automatic,all_wheel_drive,2,,compact,sedan,37,28,640
6295,suzuki,kizashi,2013,regular_unleaded,180.0,6,automatic,all_wheel_drive,2,,midsize,sedan,29,22,481
2529,honda,civic_crx,1990,regular_unleaded,108.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,30,24,2202
8077,dodge,ram_150,1993,regular_unleaded,230.0,6,manual,four_wheel_drive,2,,large,extended_cab_pickup,15,12,1851
2815,dodge,colt,1993,regular_unleaded,92.0,6,manual,front_wheel_drive,2,,compact,coupe,36,28,1851
8294,land_rover,range_rover,2014,flex-fuel_(premium_unleaded_required/e85),510.0,6,automatic,four_wheel_drive,2,"flex_fuel,luxury,high-performance",large,4dr_suv,19,13,258
1066,audi,a4,2015,premium_unleaded_(required),220.0,6,manual,all_wheel_drive,2,luxury,midsize,sedan,32,22,3105
326,nissan,370z,2016,premium_unleaded_(required),350.0,6,automatic,rear_wheel_drive,2,"factory_tuner,high-performance",compact,coupe,26,19,2009
9879,chevrolet,spark,2016,regular_unleaded,98.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,41,30,1385
226,chrysler,300,2017,regular_unleaded,292.0,6,automatic,rear_wheel_drive,2,performance,large,sedan,30,19,1013
4068,chevrolet,equinox,2016,regular_unleaded,182.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,29,20,1385
6798,chevrolet,metro,2000,regular_unleaded,55.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,41,32,1385
11257,chevrolet,venture,2003,regular_unleaded,185.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,24,17,1385
10938,toyota,tundra,2015,flex-fuel_(unleaded/e85),381.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,17,13,2031
252,mazda,323,1992,regular_unleaded,82.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,33,25,586
3860,hyundai,elantra,2015,regular_unleaded,166.0,6,automatic,front_wheel_drive,2,,compact,sedan,35,24,1439
9404,gmc,sierra_1500hd,2006,regular_unleaded,300.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,16,13,549
7258,dodge,nitro,2011,regular_unleaded,210.0,6,automatic,four_wheel_drive,2,crossover,midsize,4dr_suv,21,15,1851
5304,mercedes-benz,gla-class,2017,premium_unleaded_(required),208.0,6,automatic,front_wheel_drive,2,"crossover,luxury",compact,4dr_suv,33,24,617
5231,lamborghini,gallardo,2014,premium_unleaded_(required),550.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,coupe,20,12,1158
4851,subaru,forester,2017,regular_unleaded,170.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,32,26,640
3032,maserati,coupe,2005,premium_unleaded_(required),385.0,6,automated_manual,rear_wheel_drive,2,"exotic,luxury,high-performance",compact,coupe,16,11,238
1550,cadillac,ats,2016,regular_unleaded,335.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",midsize,sedan,30,20,1624
4197,ford,escape,2016,premium_unleaded_(recommended),178.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,29,22,5657
1705,mazda,b-series_pickup,1999,flex-fuel_(unleaded/e85),150.0,6,manual,rear_wheel_drive,2,flex_fuel,compact,extended_cab_pickup,21,16,586
3975,hyundai,entourage,2007,regular_unleaded,242.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,23,16,1439
10223,toyota,tacoma,2017,regular_unleaded,278.0,6,automatic,four_wheel_drive,2,,compact,crew_cab_pickup,23,18,2031
8496,honda,ridgeline,2014,regular_unleaded,250.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,21,15,2202
6527,buick,lucerne,2009,flex-fuel_(unleaded/e85),227.0,6,automatic,front_wheel_drive,2,flex_fuel,large,sedan,26,17,155
5293,mercedes-benz,gl-class,2016,premium_unleaded_(required),429.0,6,automatic,all_wheel_drive,2,"crossover,luxury,performance",large,4dr_suv,18,13,617
4668,ferrari,ff,2015,premium_unleaded_(required),651.0,6,automated_manual,all_wheel_drive,2,"exotic,high-performance",large,coupe,16,11,2774
11662,suzuki,xl-7,2004,regular_unleaded,185.0,6,automatic,rear_wheel_drive,2,,midsize,4dr_suv,21,16,481
10967,toyota,tundra,2016,regular_unleaded,381.0,6,automatic,four_wheel_drive,2,,large,extended_cab_pickup,17,13,2031
11794,subaru,xt,1991,regular_unleaded,145.0,6,manual,all_wheel_drive,2,,compact,coupe,23,16,640
10673,ford,transit_connect,2016,regular_unleaded,169.0,6,automatic,front_wheel_drive,2,,compact,cargo_minivan,29,21,5657
3206,cadillac,cts_coupe,2014,regular_unleaded,318.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,coupe,27,18,1624
5649,volkswagen,gti,2013,premium_unleaded_(recommended),200.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,31,21,873
8769,chevrolet,s-10,2003,flex-fuel_(unleaded/e85),120.0,6,manual,rear_wheel_drive,2,flex_fuel,compact,regular_cab_pickup,25,19,1385
11385,dodge,viper,2016,premium_unleaded_(required),645.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,coupe,21,12,1851
5149,infiniti,g37_coupe,2010,premium_unleaded_(recommended),330.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,coupe,27,19,190
5633,volkswagen,gti,2012,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,33,24,873
1921,volkswagen,beetle,2015,regular_unleaded,170.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,33,24,873
1077,audi,a4,2016,premium_unleaded_(required),220.0,6,automatic,all_wheel_drive,2,luxury,midsize,sedan,31,22,3105
2252,toyota,camry,2016,regular_unleaded,178.0,6,automatic,front_wheel_drive,2,,midsize,sedan,35,25,2031
4637,ford,f-250,1999,regular_unleaded,220.0,6,manual,rear_wheel_drive,2,,large,extended_cab_pickup,17,13,5657
11738,cadillac,xt5,2017,premium_unleaded_(required),310.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,26,18,1624
5438,volkswagen,golf_sportwagen,2016,regular_unleaded,170.0,6,manual,front_wheel_drive,2,,compact,wagon,36,25,873
4521,ford,f-150,2016,flex-fuel_(unleaded/e85),282.0,6,automatic,four_wheel_drive,2,flex_fuel,large,regular_cab_pickup,23,17,5657
6228,nissan,juke,2016,premium_unleaded_(recommended),188.0,6,automatic,all_wheel_drive,2,"crossover,hatchback",compact,4dr_hatchback,31,26,2009
2703,acura,cl,2003,premium_unleaded_(required),225.0,6,automatic,front_wheel_drive,2,luxury,midsize,coupe,27,17,204
9883,chevrolet,spark,2016,regular_unleaded,98.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,41,30,1385
10434,nissan,titan,2014,regular_unleaded,317.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,18,13,2009
5076,infiniti,g_convertible,2011,premium_unleaded_(required),325.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,convertible,25,17,190
11432,ford,windstar,2001,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,22,16,5657
8564,buick,roadmaster,1995,regular_unleaded,260.0,6,automatic,rear_wheel_drive,2,,large,sedan,23,15,155
9014,gmc,savana_cargo,2016,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,cargo_van,16,11,549
543,fiat,500,2015,premium_unleaded_(recommended),101.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,40,31,819
2704,acura,cl,2003,premium_unleaded_(required),260.0,6,manual,front_wheel_drive,2,"factory_tuner,luxury,performance",midsize,coupe,26,17,204
1586,toyota,avalon_hybrid,2015,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,39,40,2031
2961,volkswagen,corrado,1994,regular_unleaded,178.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,22,16,873
2136,volkswagen,cabrio,2002,regular_unleaded,115.0,6,automatic,front_wheel_drive,2,,compact,convertible,27,20,873
11701,suzuki,xl7,2007,regular_unleaded,252.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,21,16,481
7534,nissan,pathfinder,2017,regular_unleaded,284.0,6,automatic,four_wheel_drive,2,crossover,large,4dr_suv,26,19,2009
11678,suzuki,xl-7,2005,regular_unleaded,185.0,6,automatic,rear_wheel_drive,2,,midsize,4dr_suv,21,16,481
10132,suzuki,sx4,2012,regular_unleaded,148.0,6,automatic,all_wheel_drive,2,"crossover,hatchback",compact,4dr_hatchback,29,23,481
5531,plymouth,grand_voyager,1998,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,,large,passenger_minivan,24,17,535
6746,mazda,mazdaspeed_6,2007,premium_unleaded_(required),274.0,6,manual,all_wheel_drive,2,"factory_tuner,performance",midsize,sedan,23,17,586
4324,ford,expedition,2016,regular_unleaded,365.0,6,automatic,rear_wheel_drive,2,,large,4dr_suv,22,16,5657
5194,pontiac,g6,2009,regular_unleaded,164.0,6,automatic,front_wheel_drive,2,,midsize,sedan,30,22,210
7892,maserati,quattroporte,2016,premium_unleaded_(required),523.0,6,automatic,rear_wheel_drive,2,"exotic,factory_tuner,luxury,high-performance",large,sedan,22,15,238
1761,subaru,b9_tribeca,2006,premium_unleaded_(required),250.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,21,16,640
9203,toyota,sienna,2015,regular_unleaded,266.0,6,automatic,all_wheel_drive,2,,large,passenger_minivan,23,16,2031
7497,honda,passport,2000,regular_unleaded,205.0,6,manual,four_wheel_drive,2,,midsize,4dr_suv,18,15,2202
4467,ford,f-150_svt_lightning,1995,regular_unleaded,240.0,6,automatic,rear_wheel_drive,2,,large,regular_cab_pickup,15,11,5657
10486,acura,tl,2014,premium_unleaded_(recommended),305.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,sedan,26,18,204
6740,mercedes-benz,maybach,2017,premium_unleaded_(required),523.0,6,automatic,rear_wheel_drive,2,"exotic,luxury,high-performance",large,sedan,21,13,617
6536,buick,lucerne,2010,flex-fuel_(unleaded/e85),227.0,6,automatic,front_wheel_drive,2,flex_fuel,large,sedan,26,17,155
8517,kia,rio,2015,regular_unleaded,138.0,6,manual,front_wheel_drive,2,,compact,sedan,37,27,1720
5710,chevrolet,hhr,2009,premium_unleaded_(recommended),260.0,6,manual,front_wheel_drive,2,"factory_tuner,performance",compact,wagon,29,21,1385
9560,chevrolet,silverado_1500,2016,regular_unleaded,355.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,22,16,1385
387,mazda,3,2016,regular_unleaded,155.0,6,manual,front_wheel_drive,2,,compact,sedan,41,29,586
850,saab,9-3,2011,premium_unleaded_(recommended),210.0,6,automatic,front_wheel_drive,2,luxury,compact,wagon,27,19,376
8853,audi,s3,2017,premium_unleaded_(required),292.0,6,automated_manual,all_wheel_drive,2,"factory_tuner,luxury,high-performance",compact,sedan,28,21,3105
9618,chevrolet,silverado_1500,2017,regular_unleaded,355.0,6,automatic,rear_wheel_drive,2,,large,extended_cab_pickup,22,16,1385
9257,gmc,sierra_1500_classic,2007,regular_unleaded,310.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,17,13,549
2871,bentley,continental_gt,2016,premium_unleaded_(required),500.0,6,automatic,all_wheel_drive,2,"exotic,luxury,high-performance",midsize,coupe,25,15,520
5653,volkswagen,gti,2013,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,33,24,873
6614,bmw,m5,2014,premium_unleaded_(required),552.0,6,automated_manual,rear_wheel_drive,2,"factory_tuner,luxury,high-performance",large,sedan,20,14,3916
8666,lexus,rx_330,2004,regular_unleaded,230.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,22,16,454
8408,lexus,rc_300,2017,premium_unleaded_(required),255.0,6,automatic,all_wheel_drive,2,luxury,midsize,coupe,26,19,454
4820,suzuki,forenza,2007,regular_unleaded,127.0,6,automatic,front_wheel_drive,2,,compact,wagon,27,19,481
366,mazda,3,2015,regular_unleaded,184.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,35,26,586
5512,suzuki,grand_vitara,2011,regular_unleaded,166.0,6,automatic,four_wheel_drive,2,crossover,compact,4dr_suv,23,19,481
8936,volvo,s80,2014,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,luxury,midsize,sedan,29,20,870
2341,buick,cascada,2016,premium_unleaded_(recommended),200.0,6,automatic,front_wheel_drive,2,,midsize,convertible,27,20,155
4299,infiniti,ex,2011,premium_unleaded_(recommended),297.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,24,17,190
5202,genesis,g80,2017,regular_unleaded,311.0,6,automatic,rear_wheel_drive,2,"luxury,performance",large,sedan,28,18,21
346,nissan,370z,2017,premium_unleaded_(required),350.0,6,manual,rear_wheel_drive,2,"factory_tuner,high-performance",compact,coupe,26,18,2009
5287,mercedes-benz,gl-class,2014,premium_unleaded_(required),429.0,6,automatic,all_wheel_drive,2,"crossover,luxury,performance",large,4dr_suv,18,13,617
9688,mercedes-benz,sls_amg_gt,2013,premium_unleaded_(required),583.0,6,automated_manual,rear_wheel_drive,2,"exotic,factory_tuner,luxury,high-performance",compact,convertible,19,13,617
2393,volkswagen,cc,2015,premium_unleaded_(recommended),200.0,6,manual,front_wheel_drive,2,performance,midsize,sedan,32,21,873
637,bmw,6_series_gran_coupe,2015,premium_unleaded_(required),445.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,sedan,25,17,3916
3180,cadillac,ct6,2016,regular_unleaded,335.0,6,automatic,all_wheel_drive,2,"luxury,performance",large,sedan,27,18,1624
9024,gmc,savana,2015,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,passenger_van,17,11,549
927,porsche,911,2015,premium_unleaded_(required),520.0,6,automated_manual,all_wheel_drive,2,"luxury,high-performance",compact,coupe,24,17,1715
195,mitsubishi,3000gt,1997,regular_unleaded,161.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,22,17,436
6510,oldsmobile,lss,1998,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,,large,sedan,25,16,26
8862,volvo,s40,2011,regular_unleaded,227.0,6,automatic,front_wheel_drive,2,luxury,compact,sedan,30,21,870
10115,suzuki,swift,2001,regular_unleaded,79.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,38,31,481
7451,volkswagen,passat,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,midsize,sedan,36,24,873
6187,dodge,journey,2015,regular_unleaded,283.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,24,16,1851
1310,suzuki,aerio,2005,regular_unleaded,155.0,6,automatic,front_wheel_drive,2,,compact,sedan,26,21,481
11749,nissan,xterra,2013,regular_unleaded,261.0,6,automatic,four_wheel_drive,2,,midsize,4dr_suv,20,15,2009
8113,dodge,ram_50_pickup,1991,regular_unleaded,116.0,6,manual,rear_wheel_drive,2,,compact,regular_cab_pickup,22,17,1851
1751,subaru,b9_tribeca,2006,premium_unleaded_(required),250.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,21,16,640
11234,hyundai,veloster,2015,regular_unleaded,201.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,33,24,1439
94,nissan,200sx,1998,regular_unleaded,115.0,6,manual,front_wheel_drive,2,,compact,coupe,35,25,2009
10857,nissan,truck,1996,regular_unleaded,134.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,18,15,2009
1827,volkswagen,beetle_convertible,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,,compact,convertible,32,24,873
10059,pontiac,sunbird,1992,regular_unleaded,140.0,6,manual,front_wheel_drive,2,,compact,coupe,26,17,210
6330,mitsubishi,lancer,2015,premium_unleaded_(required),237.0,6,automated_manual,all_wheel_drive,2,performance,compact,sedan,25,18,436
1316,suzuki,aerio,2006,regular_unleaded,155.0,6,automatic,front_wheel_drive,2,,compact,sedan,28,22,481
2849,bentley,continental_flying_spur_speed,2011,premium_unleaded_(required),600.0,6,automatic,all_wheel_drive,2,"exotic,factory_tuner,luxury,high-performance",large,sedan,17,10,520
11250,chevrolet,venture,2003,regular_unleaded,185.0,6,automatic,front_wheel_drive,2,,midsize,cargo_minivan,24,17,1385
11768,cadillac,xts,2015,premium_unleaded_(required),410.0,6,automatic,all_wheel_drive,2,"luxury,performance",large,sedan,24,16,1624
10793,mazda,tribute_hybrid,2008,regular_unleaded,133.0,6,automatic,all_wheel_drive,2,"crossover,hybrid",compact,4dr_suv,27,29,586
11610,volvo,xc70,2015,regular_unleaded,300.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,wagon,24,17,870
10925,hyundai,tucson,2017,regular_unleaded,175.0,6,automated_manual,front_wheel_drive,2,crossover,compact,4dr_suv,32,26,1439
3859,hyundai,elantra,2015,regular_unleaded,145.0,6,manual,front_wheel_drive,2,,compact,sedan,37,27,1439
8236,dodge,ramcharger,1993,regular_unleaded,230.0,6,automatic,four_wheel_drive,2,,midsize,2dr_suv,15,11,1851
8766,chevrolet,s-10,2003,flex-fuel_(unleaded/e85),120.0,6,manual,rear_wheel_drive,2,flex_fuel,compact,extended_cab_pickup,25,19,1385
1381,audi,allroad,2015,premium_unleaded_(recommended),220.0,6,automatic,all_wheel_drive,2,luxury,midsize,wagon,28,21,3105
9776,chevrolet,sonic,2016,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,,compact,sedan,37,27,1385
9541,chevrolet,silverado_1500,2015,regular_unleaded,355.0,6,automatic,rear_wheel_drive,2,,large,extended_cab_pickup,23,16,1385
4192,ford,escape,2015,premium_unleaded_(recommended),178.0,6,automatic,front_wheel_drive,2,crossover,compact,4dr_suv,32,23,5657
9643,chevrolet,silverado_1500,2017,flex-fuel_(unleaded/e85),285.0,6,automatic,four_wheel_drive,2,flex_fuel,large,regular_cab_pickup,22,17,1385
1657,lincoln,aviator,2004,premium_unleaded_(required),302.0,6,automatic,all_wheel_drive,2,luxury,midsize,4dr_suv,16,12,61
